macroarea,anno,decessi,sesso,mese,fascia_eta,mese_num
isole,2015,874,maschi,giugno,65_79,6
nord,2015,3587,maschi,giugno,65_79,6
sud,2015,1727,maschi,giugno,65_79,6
centro,2016,1407,maschi,giugno,65_79,6
isole,2016,805,maschi,giugno,65_79,6
nord,2016,3542,maschi,giugno,65_79,6
sud,2016,1705,maschi,giugno,65_79,6
centro,2017,1471,maschi,giugno,65_79,6
isole,2017,863,maschi,giugno,65_79,6
nord,2017,3393,maschi,giugno,65_79,6
sud,2017,1736,maschi,giugno,65_79,6
centro,2018,1388,maschi,giugno,65_79,6
isole,2018,870,maschi,giugno,65_79,6
nord,2018,3385,maschi,giugno,65_79,6
sud,2018,1563,maschi,giugno,65_79,6
centro,2019,1401,maschi,giugno,65_79,6
isole,2019,843,maschi,giugno,65_79,6
nord,2019,3408,maschi,giugno,65_79,6
sud,2019,1723,maschi,giugno,65_79,6
centro,2020,1394,maschi,giugno,65_79,6
isole,2020,765,maschi,giugno,65_79,6
nord,2020,3268,maschi,giugno,65_79,6
sud,2020,1641,maschi,giugno,65_79,6
centro,2021,1466,maschi,giugno,65_79,6
isole,2021,915,maschi,giugno,65_79,6
nord,2021,3279,maschi,giugno,65_79,6
sud,2021,1827,maschi,giugno,65_79,6
centro,2022,1394,maschi,giugno,65_79,6
isole,2022,887,maschi,giugno,65_79,6
nord,2022,3302,maschi,giugno,65_79,6
sud,2022,1806,maschi,giugno,65_79,6
centro,2023,1385,maschi,giugno,65_79,6
isole,2023,870,maschi,giugno,65_79,6
nord,2023,3110,maschi,giugno,65_79,6
sud,2023,1701,maschi,giugno,65_79,6
centro,2024,1406,maschi,giugno,65_79,6
isole,2024,822,maschi,giugno,65_79,6
nord,2024,3047,maschi,giugno,65_79,6
sud,2024,1784,maschi,giugno,65_79,6
centro,2015,2522,maschi,giugno,80_plus,6
isole,2015,1250,maschi,giugno,80_plus,6
nord,2015,5469,maschi,giugno,80_plus,6
sud,2015,2453,maschi,giugno,80_plus,6
centro,2016,2419,maschi,giugno,80_plus,6
isole,2016,1258,maschi,giugno,80_plus,6
nord,2016,5392,maschi,giugno,80_plus,6
sud,2016,2445,maschi,giugno,80_plus,6
centro,2017,2752,maschi,giugno,80_plus,6
isole,2017,1335,maschi,giugno,80_plus,6
nord,2017,5721,maschi,giugno,80_plus,6
sud,2017,2469,maschi,giugno,80_plus,6
centro,2018,2376,maschi,giugno,80_plus,6
isole,2018,1209,maschi,giugno,80_plus,6
nord,2018,5421,maschi,giugno,80_plus,6
sud,2018,2389,maschi,giugno,80_plus,6
centro,2019,2791,maschi,giugno,80_plus,6
isole,2019,1313,maschi,giugno,80_plus,6
nord,2019,6213,maschi,giugno,80_plus,6
sud,2019,2806,maschi,giugno,80_plus,6
centro,2020,2547,maschi,giugno,80_plus,6
isole,2020,1245,maschi,giugno,80_plus,6
nord,2020,5928,maschi,giugno,80_plus,6
sud,2020,2687,maschi,giugno,80_plus,6
centro,2021,2850,maschi,giugno,80_plus,6
isole,2021,1528,maschi,giugno,80_plus,6
nord,2021,6170,maschi,giugno,80_plus,6
sud,2021,3091,maschi,giugno,80_plus,6
centro,2022,2954,maschi,giugno,80_plus,6
isole,2022,1525,maschi,giugno,80_plus,6
nord,2022,6563,maschi,giugno,80_plus,6
sud,2022,2895,maschi,giugno,80_plus,6
centro,2023,2797,maschi,giugno,80_plus,6
isole,2023,1373,maschi,giugno,80_plus,6
nord,2023,5978,maschi,giugno,80_plus,6
sud,2023,2696,maschi,giugno,80_plus,6
centro,2024,2717,maschi,giugno,80_plus,6
isole,2024,1297,maschi,giugno,80_plus,6
nord,2024,6143,maschi,giugno,80_plus,6
sud,2024,2804,maschi,giugno,80_plus,6
centro,2015,118,femmine,giugno,0_49,6
isole,2015,83,femmine,giugno,0_49,6
nord,2015,233,femmine,giugno,0_49,6
sud,2015,135,femmine,giugno,0_49,6
centro,2016,115,femmine,giugno,0_49,6
isole,2016,84,femmine,giugno,0_49,6
nord,2016,241,femmine,giugno,0_49,6
sud,2016,138,femmine,giugno,0_49,6
centro,2017,111,femmine,giugno,0_49,6
isole,2017,72,femmine,giugno,0_49,6
nord,2017,233,femmine,giugno,0_49,6
sud,2017,166,femmine,giugno,0_49,6
centro,2018,112,femmine,giugno,0_49,6
isole,2018,59,femmine,giugno,0_49,6
nord,2018,204,femmine,giugno,0_49,6
sud,2018,132,femmine,giugno,0_49,6
centro,2019,111,femmine,giugno,0_49,6
isole,2019,61,femmine,giugno,0_49,6
nord,2019,207,femmine,giugno,0_49,6
sud,2019,121,femmine,giugno,0_49,6
centro,2020,98,femmine,giugno,0_49,6
isole,2020,47,femmine,giugno,0_49,6
nord,2020,219,femmine,giugno,0_49,6
sud,2020,139,femmine,giugno,0_49,6
centro,2021,98,femmine,giugno,0_49,6
isole,2021,52,femmine,giugno,0_49,6
nord,2021,210,femmine,giugno,0_49,6
sud,2021,131,femmine,giugno,0_49,6
centro,2022,80,femmine,giugno,0_49,6
isole,2022,69,femmine,giugno,0_49,6
nord,2022,217,femmine,giugno,0_49,6
sud,2022,139,femmine,giugno,0_49,6
centro,2023,84,femmine,giugno,0_49,6
isole,2023,61,femmine,giugno,0_49,6
nord,2023,204,femmine,giugno,0_49,6
sud,2023,155,femmine,giugno,0_49,6
centro,2024,91,femmine,giugno,0_49,6
isole,2024,42,femmine,giugno,0_49,6
nord,2024,190,femmine,giugno,0_49,6
sud,2024,127,femmine,giugno,0_49,6
centro,2015,295,femmine,giugno,50_64,6
isole,2015,207,femmine,giugno,50_64,6
nord,2015,652,femmine,giugno,50_64,6
sud,2015,362,femmine,giugno,50_64,6
centro,2016,298,femmine,giugno,50_64,6
isole,2016,193,femmine,giugno,50_64,6
nord,2016,650,femmine,giugno,50_64,6
sud,2016,364,femmine,giugno,50_64,6
centro,2017,317,femmine,giugno,50_64,6
isole,2017,178,femmine,giugno,50_64,6
nord,2017,636,femmine,giugno,50_64,6
sud,2017,327,femmine,giugno,50_64,6
centro,2018,312,femmine,giugno,50_64,6
isole,2018,184,femmine,giugno,50_64,6
nord,2018,656,femmine,giugno,50_64,6
sud,2018,340,femmine,giugno,50_64,6
centro,2019,291,femmine,giugno,50_64,6
isole,2019,184,femmine,giugno,50_64,6
nord,2019,702,femmine,giugno,50_64,6
sud,2019,395,femmine,giugno,50_64,6
centro,2020,288,femmine,giugno,50_64,6
isole,2020,177,femmine,giugno,50_64,6
nord,2020,668,femmine,giugno,50_64,6
sud,2020,375,femmine,giugno,50_64,6
centro,2021,320,femmine,giugno,50_64,6
isole,2021,204,femmine,giugno,50_64,6
nord,2021,644,femmine,giugno,50_64,6
sud,2021,449,femmine,giugno,50_64,6
centro,2022,302,femmine,giugno,50_64,6
isole,2022,172,femmine,giugno,50_64,6
nord,2022,700,femmine,giugno,50_64,6
sud,2022,368,femmine,giugno,50_64,6
centro,2023,287,femmine,giugno,50_64,6
isole,2023,176,femmine,giugno,50_64,6
nord,2023,668,femmine,giugno,50_64,6
sud,2023,426,femmine,giugno,50_64,6
centro,2024,276,femmine,giugno,50_64,6
isole,2024,198,femmine,giugno,50_64,6
nord,2024,632,femmine,giugno,50_64,6
sud,2024,372,femmine,giugno,50_64,6
centro,2015,958,femmine,giugno,65_79,6
isole,2015,562,femmine,giugno,65_79,6
nord,2015,2313,femmine,giugno,65_79,6
sud,2015,1154,femmine,giugno,65_79,6
centro,2016,1046,femmine,giugno,65_79,6
isole,2016,569,femmine,giugno,65_79,6
nord,2016,2236,femmine,giugno,65_79,6
sud,2016,1082,femmine,giugno,65_79,6
centro,2017,990,femmine,giugno,65_79,6
isole,2017,566,femmine,giugno,65_79,6
nord,2017,2348,femmine,giugno,65_79,6
sud,2017,1103,femmine,giugno,65_79,6
centro,2018,898,femmine,giugno,65_79,6
isole,2018,521,femmine,giugno,65_79,6
nord,2018,2236,femmine,giugno,65_79,6
sud,2018,1049,femmine,giugno,65_79,6
centro,2019,959,femmine,giugno,65_79,6
isole,2019,600,femmine,giugno,65_79,6
nord,2019,2288,femmine,giugno,65_79,6
sud,2019,1145,femmine,giugno,65_79,6
centro,2020,967,femmine,giugno,65_79,6
isole,2020,528,femmine,giugno,65_79,6
nord,2020,2179,femmine,giugno,65_79,6
sud,2020,1056,femmine,giugno,65_79,6
centro,2021,1032,femmine,giugno,65_79,6
isole,2021,648,femmine,giugno,65_79,6
nord,2021,2259,femmine,giugno,65_79,6
sud,2021,1227,femmine,giugno,65_79,6
centro,2022,996,femmine,giugno,65_79,6
isole,2022,635,femmine,giugno,65_79,6
nord,2022,2356,femmine,giugno,65_79,6
sud,2022,1234,femmine,giugno,65_79,6
centro,2023,923,femmine,giugno,65_79,6
isole,2023,616,femmine,giugno,65_79,6
nord,2023,2157,femmine,giugno,65_79,6
sud,2023,1195,femmine,giugno,65_79,6
centro,2024,931,femmine,giugno,65_79,6
isole,2024,596,femmine,giugno,65_79,6
nord,2024,2124,femmine,giugno,65_79,6
sud,2024,1167,femmine,giugno,65_79,6
centro,2015,3698,femmine,giugno,80_plus,6
isole,2015,1787,femmine,giugno,80_plus,6
nord,2015,8649,femmine,giugno,80_plus,6
sud,2015,3593,femmine,giugno,80_plus,6
centro,2016,3532,femmine,giugno,80_plus,6
isole,2016,1710,femmine,giugno,80_plus,6
nord,2016,8311,femmine,giugno,80_plus,6
sud,2016,3473,femmine,giugno,80_plus,6
centro,2017,3863,femmine,giugno,80_plus,6
isole,2017,1768,femmine,giugno,80_plus,6
nord,2017,8531,femmine,giugno,80_plus,6
sud,2017,3754,femmine,giugno,80_plus,6
centro,2018,3478,femmine,giugno,80_plus,6
isole,2018,1686,femmine,giugno,80_plus,6
nord,2018,8187,femmine,giugno,80_plus,6
sud,2018,3392,femmine,giugno,80_plus,6
centro,2019,4164,femmine,giugno,80_plus,6
isole,2019,2060,femmine,giugno,80_plus,6
nord,2019,9517,femmine,giugno,80_plus,6
sud,2019,4043,femmine,giugno,80_plus,6
centro,2020,3778,femmine,giugno,80_plus,6
isole,2020,1796,femmine,giugno,80_plus,6
nord,2020,9123,femmine,giugno,80_plus,6
sud,2020,3726,femmine,giugno,80_plus,6
centro,2021,4057,femmine,giugno,80_plus,6
isole,2021,2146,femmine,giugno,80_plus,6
nord,2021,9034,femmine,giugno,80_plus,6
sud,2021,4302,femmine,giugno,80_plus,6
centro,2022,4085,femmine,giugno,80_plus,6
isole,2022,2214,femmine,giugno,80_plus,6
nord,2022,9418,femmine,giugno,80_plus,6
sud,2022,4344,femmine,giugno,80_plus,6
centro,2023,3929,femmine,giugno,80_plus,6
isole,2023,1928,femmine,giugno,80_plus,6
nord,2023,8647,femmine,giugno,80_plus,6
sud,2023,3760,femmine,giugno,80_plus,6
centro,2024,3703,femmine,giugno,80_plus,6
isole,2024,1809,femmine,giugno,80_plus,6
nord,2024,8825,femmine,giugno,80_plus,6
sud,2024,3682,femmine,giugno,80_plus,6
centro,2015,232,maschi,luglio,0_49,7
isole,2015,139,maschi,luglio,0_49,7
nord,2015,538,maschi,luglio,0_49,7
sud,2015,315,maschi,luglio,0_49,7
centro,2016,201,maschi,luglio,0_49,7
isole,2016,124,maschi,luglio,0_49,7
nord,2016,450,maschi,luglio,0_49,7
sud,2016,251,maschi,luglio,0_49,7
centro,2017,184,maschi,luglio,0_49,7
isole,2017,147,maschi,luglio,0_49,7
nord,2017,420,maschi,luglio,0_49,7
sud,2017,299,maschi,luglio,0_49,7
centro,2018,162,maschi,luglio,0_49,7
isole,2018,129,maschi,luglio,0_49,7
nord,2018,420,maschi,luglio,0_49,7
sud,2018,256,maschi,luglio,0_49,7
centro,2019,173,maschi,luglio,0_49,7
isole,2019,137,maschi,luglio,0_49,7
nord,2019,450,maschi,luglio,0_49,7
sud,2019,225,maschi,luglio,0_49,7
centro,2020,157,maschi,luglio,0_49,7
isole,2020,109,maschi,luglio,0_49,7
nord,2020,407,maschi,luglio,0_49,7
sud,2020,250,maschi,luglio,0_49,7
centro,2021,170,maschi,luglio,0_49,7
isole,2021,126,maschi,luglio,0_49,7
nord,2021,421,maschi,luglio,0_49,7
sud,2021,244,maschi,luglio,0_49,7
centro,2022,177,maschi,luglio,0_49,7
isole,2022,146,maschi,luglio,0_49,7
nord,2022,448,maschi,luglio,0_49,7
sud,2022,257,maschi,luglio,0_49,7
centro,2023,204,maschi,luglio,0_49,7
isole,2023,174,maschi,luglio,0_49,7
nord,2023,380,maschi,luglio,0_49,7
sud,2023,300,maschi,luglio,0_49,7
centro,2024,162,maschi,luglio,0_49,7
isole,2024,116,maschi,luglio,0_49,7
nord,2024,379,maschi,luglio,0_49,7
sud,2024,250,maschi,luglio,0_49,7
centro,2015,536,maschi,luglio,50_64,7
isole,2015,288,maschi,luglio,50_64,7
nord,2015,1296,maschi,luglio,50_64,7
sud,2015,723,maschi,luglio,50_64,7
centro,2016,467,maschi,luglio,50_64,7
isole,2016,258,maschi,luglio,50_64,7
nord,2016,1120,maschi,luglio,50_64,7
sud,2016,615,maschi,luglio,50_64,7
centro,2017,443,maschi,luglio,50_64,7
isole,2017,327,maschi,luglio,50_64,7
nord,2017,1067,maschi,luglio,50_64,7
sud,2017,637,maschi,luglio,50_64,7
centro,2018,460,maschi,luglio,50_64,7
isole,2018,305,maschi,luglio,50_64,7
nord,2018,1048,maschi,luglio,50_64,7
sud,2018,617,maschi,luglio,50_64,7
centro,2019,483,maschi,luglio,50_64,7
isole,2019,309,maschi,luglio,50_64,7
nord,2019,1154,maschi,luglio,50_64,7
sud,2019,618,maschi,luglio,50_64,7
centro,2020,491,maschi,luglio,50_64,7
isole,2020,334,maschi,luglio,50_64,7
nord,2020,1066,maschi,luglio,50_64,7
sud,2020,653,maschi,luglio,50_64,7
centro,2021,479,maschi,luglio,50_64,7
isole,2021,336,maschi,luglio,50_64,7
nord,2021,1163,maschi,luglio,50_64,7
sud,2021,702,maschi,luglio,50_64,7
centro,2022,595,maschi,luglio,50_64,7
isole,2022,377,maschi,luglio,50_64,7
nord,2022,1304,maschi,luglio,50_64,7
sud,2022,771,maschi,luglio,50_64,7
centro,2023,536,maschi,luglio,50_64,7
isole,2023,412,maschi,luglio,50_64,7
nord,2023,1198,maschi,luglio,50_64,7
sud,2023,799,maschi,luglio,50_64,7
centro,2024,524,maschi,luglio,50_64,7
isole,2024,297,maschi,luglio,50_64,7
nord,2024,1214,maschi,luglio,50_64,7
sud,2024,669,maschi,luglio,50_64,7
centro,2015,1619,maschi,luglio,65_79,7
isole,2015,892,maschi,luglio,65_79,7
nord,2015,3939,maschi,luglio,65_79,7
sud,2015,1907,maschi,luglio,65_79,7
centro,2016,1418,maschi,luglio,65_79,7
isole,2016,807,maschi,luglio,65_79,7
nord,2016,3369,maschi,luglio,65_79,7
sud,2016,1651,maschi,luglio,65_79,7
centro,2017,1389,maschi,luglio,65_79,7
isole,2017,832,maschi,luglio,65_79,7
nord,2017,3419,maschi,luglio,65_79,7
sud,2017,1684,maschi,luglio,65_79,7
centro,2018,1473,maschi,luglio,65_79,7
isole,2018,858,maschi,luglio,65_79,7
nord,2018,3251,maschi,luglio,65_79,7
sud,2018,1649,maschi,luglio,65_79,7
centro,2019,1461,maschi,luglio,65_79,7
isole,2019,860,maschi,luglio,65_79,7
nord,2019,3561,maschi,luglio,65_79,7
sud,2019,1706,maschi,luglio,65_79,7
centro,2020,1474,maschi,luglio,65_79,7
isole,2020,836,maschi,luglio,65_79,7
nord,2020,3452,maschi,luglio,65_79,7
sud,2020,1780,maschi,luglio,65_79,7
centro,2021,1493,maschi,luglio,65_79,7
isole,2021,922,maschi,luglio,65_79,7
nord,2021,3382,maschi,luglio,65_79,7
sud,2021,1866,maschi,luglio,65_79,7
centro,2022,1685,maschi,luglio,65_79,7
isole,2022,1092,maschi,luglio,65_79,7
nord,2022,4016,maschi,luglio,65_79,7
sud,2022,2107,maschi,luglio,65_79,7
centro,2023,1495,maschi,luglio,65_79,7
isole,2023,1068,maschi,luglio,65_79,7
nord,2023,3322,maschi,luglio,65_79,7
sud,2023,2139,maschi,luglio,65_79,7
centro,2024,1456,maschi,luglio,65_79,7
isole,2024,937,maschi,luglio,65_79,7
nord,2024,3324,maschi,luglio,65_79,7
sud,2024,1924,maschi,luglio,65_79,7
centro,2015,3026,maschi,luglio,80_plus,7
isole,2015,1332,maschi,luglio,80_plus,7
nord,2015,6330,maschi,luglio,80_plus,7
sud,2015,2956,maschi,luglio,80_plus,7
centro,2016,2508,maschi,luglio,80_plus,7
isole,2016,1169,maschi,luglio,80_plus,7
nord,2016,5377,maschi,luglio,80_plus,7
sud,2016,2420,maschi,luglio,80_plus,7
centro,2017,2434,maschi,luglio,80_plus,7
isole,2017,1349,maschi,luglio,80_plus,7
nord,2017,5444,maschi,luglio,80_plus,7
sud,2017,2626,maschi,luglio,80_plus,7
centro,2018,2641,maschi,luglio,80_plus,7
isole,2018,1326,maschi,luglio,80_plus,7
nord,2018,5660,maschi,luglio,80_plus,7
sud,2018,2495,maschi,luglio,80_plus,7
centro,2019,2845,maschi,luglio,80_plus,7
isole,2019,1358,maschi,luglio,80_plus,7
nord,2019,6228,maschi,luglio,80_plus,7
sud,2019,2795,maschi,luglio,80_plus,7
centro,2020,2865,maschi,luglio,80_plus,7
isole,2020,1359,maschi,luglio,80_plus,7
nord,2020,6220,maschi,luglio,80_plus,7
sud,2020,2795,maschi,luglio,80_plus,7
centro,2021,3026,maschi,luglio,80_plus,7
isole,2021,1560,maschi,luglio,80_plus,7
nord,2021,6271,maschi,luglio,80_plus,7
sud,2021,3072,maschi,luglio,80_plus,7
